,publicName,translationSetId,small_museum,visual,culture,naval,nature,tech,ethnology,architectonic,educative,art_museum,historic_museum,science,military,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,art_galleries,historic_location,castles,churches,children,gardens,audiotour,exhibition,lecture,scavenger,library,openair,parking,weelchair,disabled,trainstation,restaurant
107,Openluchtmuseum Het Hoogeland,38107554-9018-4367-b2ad-58797d7806c5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
108,Museum Slager,38609b0d-35a3-43ce-9896-d7c42996b702,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
109,Marius van Dokkum Museum,3888a423-3411-4928-ba07-b5dc1ce2a080,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Botanische Tuin TU Delft,38a216ca-1fee-45de-9b0a-ae857342d0c0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
111,Gemeentelijk Archeologisch Museum Aardenburg,39427955-788d-4592-bbe4-1daf82865181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,Het Cuypershuis,39602e5d-e0c7-4304-aa89-ba9d234d12fa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,Museum De Waag,39b0a7b4-6bf6-4c5d-a29a-0e4266055be1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
114,Stadhuismuseum Zierikzee,39c0d207-7edc-4e51-82bb-e0d0da3576d4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,Museum Boxtel,39f0a03f-de2f-4709-b03b-4415349736e7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,Nederlands Fotomuseum,3b0519ec-a69a-4f2f-8ea2-a5ac4428d096,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,Kasteel Radboud,3b3c0cbf-7176-4d16-bc60-89eeeb679a76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,ABC Architectuurcentrum Haarlem,3bcb3ba4-1675-461b-880e-2676f8c7def9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
119,Luchtvaartmuseum Aviodrome,3caa2392-510f-4c85-a489-b83e8200ff90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
120,Tropenmuseum,3d1a28ab-20dd-4d49-a6c1-23f504ec9472,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
121,Museum JAN,3d6ab4ba-b9b7-4895-840b-bb1e4f71d148,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
122,Katwijks Museum,3dc8fd2b-b27d-4552-8e95-7b51c95c08c9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
123,Museum Giethoorn 't Olde Maat Uus,3df5f7b5-a809-489d-912d-8a1b1baec86b,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,Museum Paul Tetar van Elven,3df6ef97-9a05-4b69-b1a4-e3789f20dc13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,Museum Stedhûs Sleat,3f1b3299-65f6-47c7-a507-56346cab0a5e,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
126,Openluchtmuseum en Themapark De Spitkeet,3f224a07-d3c3-4467-ab27-2d0f4d6705dc,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
127,Zeeuws Maritiem MuZEEum,3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
128,Sint Jan Gouda,3f96c8bc-3397-4d76-a48a-ee33ca65a8bb,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129,Venrays Museum,3fda52f4-5d41-4952-b7b9-9da1e11ddb45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Museum Hengelo,40df8d12-f944-476e-9c56-b916760428d8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
131,Tongerlohuys,41a0a29c-a655-4f51-979c-7fa624b303ea,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
132,Formerly known as Witte de With Center for Contemporary Art,4238d9e8-9800-400a-be2f-e9cf52787314,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
133,Comenius Museum,424e8423-e43b-48e8-ad19-821014020860,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
134,Betje Wolff Museum,42890c86-06cd-4ea5-a170-57c95dbfd26a,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
135,De Bastei,43342fe3-e57f-4b74-883f-207d1cf0a24b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
136,Noord-Veluws Museum,43ae1a05-2981-4201-8c97-19a696eb0c5e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
137,Hannemahuis,453c62b2-ae22-4cc4-abab-b66b6a5ecc2b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
138,Museum In 't Houten Huis,46f074e4-5e2b-46f4-a279-85a0ae2c0026,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
139,Rijksmuseum Twenthe,471dcd8a-6a1b-44aa-b073-0f024f72dde3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
140,Nationaal Brandweermuseum,47f27c2b-3056-4529-ae95-9ba9d4a59902,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
141,Museum Valkenburg,4981f5e2-5430-48aa-a8e0-726868672a4d,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
142,Markiezenhof,49ad034f-9424-4d89-aab5-8df3c2112ff4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
143,"Maritiem Centrum ""Abraham Fock""",4adc4cea-e065-4ee1-b3e1-9017e2b4f487,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
144,Zeeuws Museum,4b0ef9d3-e2a3-46be-a3db-a0353c949077,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
145,Museum Het Pakhuis,4b596778-4379-48da-a946-0d04e39e3cea,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
146,Waterliniemuseum,4bb2e162-41aa-4f1b-b953-c4ec0bb30042,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
147,Cromhouthuis & Bijbels Museum,4bde56f6-2fb4-4a0a-ada5-5ede3cb7ba39,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Westfries Museum,4be5188d-789a-468a-b2da-30d38b5320cd,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
149,Museum Helmond,4c123cbb-afaa-4150-94ff-4b94dfc60b4f,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
150,Brabants Museum Oud Oosterhout,4cb403ef-21c9-4731-86a2-f9f32bd44487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
151,Museum Bussemakerhuis,4d1d7577-a12c-4f3b-a80a-d01b47d99488,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
152,Museum De Vier Quartieren,4d8e2faf-08bc-437f-b2bb-68239de990b3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
153,Kazemattenmuseum Kornwerderzand,4e2ba88a-439c-41d6-be37-60c26d51cba0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,Kempenmuseum De Acht Zaligheden,4e2c8d79-1fe0-412d-aaac-080504f0e090,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,Museum Het Rembrandthuis,4ed3950e-9848-4acc-b32c-17b853e757be,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
156,Fries Scheepvaart Museum,4ee51be4-87ff-4d2c-bee6-9c5d81843d3c,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
157,Veenkoloniaal Museum,4f05881b-f742-480c-b13d-91d99c6fc4a2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
158,Oyfo Techniekmuseum,505d548a-6b67-416a-b85a-15dee47e855b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
159,Marker Museum,50d46141-1880-4929-a839-b0a3eba9a124,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
160,Frans Hals Museum Hof,517d316a-319f-42e4-9b1b-18f527eca91e,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
161,Galerij Prins Willem V,51e0605c-118c-43ba-b395-a579ef5c2716,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
162,Centraal Museum,51e2d626-dd45-430a-bf2e-acc0c381857a,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
163,Panorama Mesdag,51f2f922-3ec1-4a76-aa53-703e88dd7056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
164,Nederlands Tegelmuseum,5248e557-c948-4103-813a-8ffb30305466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
165,Titus Brandsma Museum,52dd62eb-5226-478b-97bf-2e3c5a4cd1d5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
166,"Museum Nienoord, Borg en Nationaal Rijtuigmuseum",53226f07-3c00-42a5-8bae-ff4c6cfa9747,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
167,TENT,53ac1788-fb5e-4058-9bd0-768a55a5f8db,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
168,PreHistorisch Dorp,54f9204e-e6fd-4ea3-a352-84484292b8ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
169,Museum Collectie Brands,550e313e-c3f0-406c-b4d3-01dbce024096,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
170,Kasteel Amerongen,55536edf-d8c3-4415-aef5-5ffeb76a2bd5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
171,Jenevermuseum,55cdb198-f29d-466f-a4d9-a3a5dc9a3ec5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
172,Vechtstreekmuseum,55d32557-af64-4a12-8dc3-a03d7f4b7015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
173,Mauritshuis,56518036-a7ca-43fe-b010-2ddfcec6aca3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
174,Diamant Museum Amsterdam,566defb3-a8cf-4ce7-bdb7-9c3e08431673,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,Edams Museum,57f29a3f-4202-40b7-b70c-26e1058ff6e1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,Kasteel Heeswijk,59402691-8308-4222-bc19-7cc9f20e1d88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,Observeum Burgum,5a140fbe-2efc-42e1-ad57-c01ac3a7b409,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
178,Zaans Museum,5a5ad972-9c28-4116-a0f0-d0eb0072ecca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
179,Mondriaanhuis,5adc7674-2255-4d5e-9b88-7d5c22c3a225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
180,Zwanenbroedershuis,5adfb94f-9e56-40b1-a93e-766264de3f02,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Museum Jan Heestershuis,5af30925-bf1b-4a98-900a-9e6260e62bee,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
182,Museum Gevangenpoort,5c5cf957-3b33-41fc-a8bf-9a89cac607fa,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,Zoutmuseum,5cafb679-70fe-456c-9bdd-ca82161db028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,De Pont museum,5cbb52ae-63f9-482f-a80f-b6064c09269a,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
185,Limburgs Museum,5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
186,Museon,5ebaa739-b1a4-443b-9cde-6c0b18e81607,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
187,Landgoed Verhildersum Leens,604ccf12-39aa-441f-838d-166aa1a1b220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
188,Museum Techniek met 'n Ziel,6051ad13-cdb3-4e0b-9d6c-24c6f60cd900,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
189,Streekmuseum Etten Leur,60780e37-d503-4b56-b1d5-a46c2358eb41,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
190,Kunstmuseum Den Haag,60dcdaf1-a16f-4a63-877b-1734d0e74d8d,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
191,Bakkerijmuseum De Oude Bakkerij,61b12cb1-03ba-4818-b2a1-031d93ae56b1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
192,Villa Mondriaan,61c3b199-0b58-4ebb-922c-f483f61a1e77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
193,Graafs Museum,61de31c6-e1a1-41e6-aca7-9a593e331c42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
194,mij | museum ijsselstein,621c0554-f8d1-454c-9218-e60683a536ee,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
195,Muzee Scheveningen,62f190ca-41de-480a-ba5c-6ca051442879,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
196,De Hollandsche Manege,630f0ad9-d790-4a77-a847-e7acb31be6d8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
197,Grachtenmuseum Amsterdam,64669da3-83b4-421d-a306-4f0c6669d7db,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
198,Flessenscheepjesmuseum,64c5b44f-cb1a-4746-83f7-431c4f7050f9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
199,Frans Hals Museum Hal,64da5853-9fae-4bd1-a0e0-47a7c0e0db09,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
200,Cube Design Museum,673dafbb-e461-4ffb-ab3c-f857358c77a7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
201,Internationaal Klompenmuseum,67824b43-085b-4341-9313-f8f44563f917,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
202,Museum Catharijneconvent,682197a8-0359-4094-8281-ffa059de480f,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
203,Bonnefanten,683844c9-9eb9-4adc-9f21-910cbeebe9dc,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
204,Museum Weesp,689733f3-0f0a-411d-b5b4-a33dd39639f0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
205,Anton Pieck Museum,68c00e09-7dd1-4002-a7c5-8aa69d3c589e,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
206,Nationaal Baggermuseum,69295701-69e0-47c2-89c5-1586e4f3f64a,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
207,Bevrijdingsmuseum Zeeland,6a361bf8-811f-4b1f-889c-b6035e1aadb1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Louwman Museum,6add9957-7a8c-469f-83da-ff169b0f2050,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
209,Museum Romeinse Katakomben,6b461af0-14c9-4237-9f22-1b60d7452aea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,Universiteitsmuseum Utrecht,6ba07d19-806f-4d76-b580-c15b8d5e5157,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
211,Historisch Museum De Bevelanden,6c17c8de-2dd0-4670-b55d-402b84e26787,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
212,Nationaal Onderwijsmuseum,6d4868c9-74a6-41f4-8c23-cabe36c82361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
213,Liemers Museum,6d57096e-0987-4a5d-8550-12422e46c012,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
214,Museum Lunteren,6e1059f5-43f9-4114-ac92-32d90300f0cc,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
215,Museum Zaanse Tijd,6e72a9c5-744a-422a-aa18-e81f6b6ac631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
216,Allard Pierson,6ed658b1-4ce7-4df9-9472-4b0271d044a3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
217,Czaar Peterhuisje,6ef0942d-d378-498c-a851-fd416f754954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
218,Groninger Museum,71728b2c-4b17-4855-8663-98a7788acaf0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
219,Museum Het Warenhuis - Axel,71d2e340-ddc9-4ba0-ab18-7bf255c79f6b,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
